title,url,platform,score,genre,editors_choice,release_year
NFL Blitz [1998],/games/nfl-blitz-1997/ps-2285,PlayStation,9.4,"Sports, Action",N,1998
NCAA Football '99,/games/ncaa-football-99/pc-10182,PC,7,Sports,N,1998
Gex 64: Enter the Gecko,/games/gex-64-enter-the-gecko/n64-2291,Nintendo 64,5.7,Platformer,N,1998
Incoming,/games/incoming/pc-2282,PC,7,Action,N,1998
Deathtrap Dungeon,/games/deathtrap-dungeon/pc-4026,PC,4.7,Action,N,1998
HardBall 6,/games/hardball-99/pc-3752,PC,6,Sports,N,1998
Forsaken,/games/forsaken/pc-3104,PC,8.5,Action,N,1998
Urban Assault,/games/urban-assault/pc-3139,PC,6.8,Strategy,N,1998
Warhammer: Dark Omen,/games/warhammer-dark-omen/pc-3246,PC,7,Strategy,N,1998
Panzer Commander,/games/panzer-commander/pc-3691,PC,7,Simulation,N,1998
Bio F.R.E.A.K.S.,/games/bio-freaks/pc-4032,PC,4,Action,N,1998
Icarus: Sanctuary of the Gods,/games/icarus-sanctuary-of-the-gods/pc-4028,PC,4,RPG,N,1998
Rosco McQueen: Firefighter Extreme,/games/rosco-mcqueen-firefighter-extreme/ps-10337,PlayStation,4.5,Action,N,1998
Cool Boarders 3,/games/cool-boarders-3/ps-10196,PlayStation,6,Sports,N,1998
Trespasser,/games/trespasser/pc-4037,PC,4.7,Action,N,1998
NCAA GameBreaker '99,/games/ncaa-gamebreaker-99/ps-10399,PlayStation,8.5,Sports,N,1998
Extreme PaintBrawl,/games/extreme-paintbrawl/pc-10455,PC,0.7,Action,N,1998
Bushido Blade 2,/games/bushido-blade-2/ps-2333,PlayStation,7,Fighting,N,1998
Front Office Football,/games/front-office-football/pc-10432,PC,8,"Sports, Simulation",N,1998
NHL '99,/games/ea-sports-mania-pack/pc-3987,PC,9,Sports,Y,1998
F-Zero X,/games/f-zero-x/n64-418,Nintendo 64,9.1,Racing,Y,1998
Armored Core: Project Phantasma,/games/armored-core-project-phantasma/ps-9658,PlayStation,7.8,Action,N,1998
Quake II Mission Pack: Ground Zero,/games/quake-ii-mission-pack-ground-zero/pc-3935,PC,7.5,Shooter,N,1998
Star Trek: The Next Generation: Klingon Honor Guard,/games/star-trek-the-next-generation-klingon-honor-guard/pc-3112,PC,7,Shooter,N,1998
Team Losi RC Racer,/games/team-losi-rc-racer/ps-2327,PlayStation,5,Racing,N,1998
Duke Nukem: Time to Kill,/games/duke-nukem-time-to-kill/ps-2314,PlayStation,8,Action,N,1998
Knights and Merchants: The Shattered Kingdom,/games/knights-and-merchants-the-shattered-kingdom/pc-3861,PC,5.9,Strategy,N,1998
Iggy's Reckin' Balls,/games/iggys-reckin-balls/n64-2272,Nintendo 64,6.9,Platformer,N,1998
Independence War,/games/independence-war/pc-3110,PC,8,Simulation,N,1998
Spyro the Dragon,/games/spyro-the-dragon/ps-3920,PlayStation,9,Platformer,N,1998
Tom Clancy's Rainbow Six,/games/tom-clancys-rainbow-six/pc-3836,PC,9.4,Shooter,Y,1998
Command & Conquer: Red Alert Retaliation,/games/command-and-conquer-red-alert-retaliation/ps-3785,PlayStation,7,Strategy,N,1998
Heart of Darkness,/games/heart-of-darkness/ps-4033,PlayStation,7.8,Platformer,N,1998
NFL GameDay 99,/games/nfl-gameday-99/pc-10158,PC,6,Sports,N,1998
Pro-Pinball: Timeshock!,/games/pro-pinball-timeshock/ps-10153,PlayStation,5,Pinball,N,1998
Motocross Madness [1998],/games/motocross-madness/pc-3569,PC,8,Racing,N,1998
Sanitarium,/games/sanitarium/pc-3424,PC,7,Adventure,N,1998
Peter Jacobsen's Golden Tee Golf,/games/peter-jacobsens-golden-tee-golf/pc-3106,PC,7.2,Sports,N,1998
Ultim@te Race Pro,/games/ultimte-race-pro/pc-3630,PC,7,Racing,N,1998
Nam,/games/nam/pc-4020,PC,3,Action,N,1998
Unreal,/games/unreal/pc-2189,PC,9,Shooter,Y,1998
Final Fantasy VII,/games/final-fantasy-vii/pc-2301,PC,8.2,RPG,N,1998
"Game, Net & Match",/games/game-net-match/pc-3955,PC,6,Sports,N,1998
"The Operational Art of War, Vol. 1",/games/the-operational-art-of-war-vol-1/pc-4021,PC,9,Strategy,Y,1998
Might and Magic VI: The Mandate of Heaven,/games/might-and-magic-vi-the-mandate-of-heaven/pc-3546,PC,9,RPG,Y,1998
Test Drive Off-Road 2,/games/test-drive-off-road-2/ps-10309,PlayStation,5.8,Racing,N,1998
Railroad Tycoon II,/games/railroad-tycoon-2-platinum-edition/pc-10174,PC,8.9,Strategy,Y,1998
WCW/NWO Revenge,/games/wcwnwo-revenge/n64-3875,Nintendo 64,8,Wrestling,N,1998
Rival Schools: United by Fate,/games/rival-schools-united-by-fate/ps-3739,PlayStation,8,Fighting,N,1998
Space Station Silicon Valley,/games/space-station-silicon-valley/n64-1946,Nintendo 64,9.5,Platformer,Y,1998
Cardinal Syn,/games/cardinal-syn/ps-3965,PlayStation,5.5,Fighting,N,1998
NHL '99,/games/ea-sports-mania-pack/n64-3970,Nintendo 64,8.8,Sports,N,1998
Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/pc-3900,PC,7.3,Racing,N,1998
Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/pc-10176,PC,6.8,Sports,N,1998
Redline Racer,/games/redline-racer/pc-3125,PC,7,Racing,N,1998
Ninja: Shadow of Darkness,/games/ninja-shadow-of-darkness/ps-2092,PlayStation,6.5,Action,N,1998
Caesar III,/games/caesar-iii/pc-10142,PC,8.7,Strategy,Y,1998
Cruis'n World,/games/cruisn-world/n64-73,Nintendo 64,6.5,Racing,N,1998
Running Wild,/games/running-wild/ps-2113,PlayStation,6.1,Racing,N,1998
Test Drive 5,/games/test-drive-5/ps-3928,PlayStation,7.5,Racing,N,1998
Bottom of the 9th '99,/games/bottom-of-the-9th-99/ps-10146,PlayStation,5,Sports,N,1998
Warlords III: Darklords Rising,/games/warlords-iii-darklords-rising/pc-3942,PC,8,Strategy,N,1998
Commandos: Behind Enemy Lines,/games/commandos-behind-enemy-lines/pc-3853,PC,8.2,Strategy,N,1998
Leisure Suit Larry's Casino,/games/leisure-suit-larrys-casino/pc-3884,PC,6.2,Casino,N,1998
Castrol Honda Superbike World Champions,/games/castrol-honda-superbike-world-champions-142679/pc-3595,PC,7.5,Racing,N,1998
WWF Warzone,/games/wwf-warzone/n64-1980,Nintendo 64,8.5,Wrestling,N,1998
Pro Pilot 99,/games/pro-pilot-99/pc-4019,PC,5.8,Simulation,N,1998
Body Harvest,/games/body-harvest/n64-405,Nintendo 64,8.4,Action,N,1998
Madden NFL '99,/games/madden-football/pc-9982,PC,8.5,Sports,N,1998
MediEvil,/games/medievil/ps-3950,PlayStation,7.8,Action,N,1998
Lemmings and Oh No! More Lemmings,/games/lemmings/ps-10302,PlayStation,7,Puzzle,N,1998
Axis & Allies [1998],/games/axis-allies-1998/pc-9954,PC,8.2,Strategy,N,1998
The Game of Life [1998],/games/the-game-of-life-1998/pc-10306,PC,7.2,Puzzle,N,1998
Rogue Trip: Vacation 2012,/games/rogue-trip-vacation-2012/ps-3768,PlayStation,7.9,Action,N,1998
S.C.A.R.S.,/games/scars-809360/ps-9925,PlayStation,6.5,Racing,N,1998
Bomberman World,/games/bomberman-world/ps-2297,PlayStation,7.8,Action,N,1998
NFL Blitz [1998],/games/nfl-blitz-1997/pc-2286,PC,8.5,"Sports, Action",N,1998
Dragon Seeds,/games/dragon-seeds/ps-10303,PlayStation,6.9,RPG,N,1998
Jane's IAF -- Israeli Air Force,/games/janes-2-pack-usnf-97-iaf-israeli-air-force/pc-10178,PC,7,"Flight, Simulation",N,1998
Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/ps-3791,PlayStation,9,Sports,N,1998
iF/A-18 Carrier Strike Fighter,/games/ifa-18-carrier-strike-fighter/pc-9946,PC,6.8,Simulation,N,1998
The Fifth Element,/games/nyr-new-york-race/ps-3936,PlayStation,5,Action,N,1998
Get Medieval,/games/get-medieval/pc-3981,PC,6.1,Action,N,1998
Sensible Soccer '98,/games/sensible-soccer-98/pc-3959,PC,4.3,Sports,N,1998
Wild 9,/games/wild-9/ps-1869,PlayStation,8.5,Action,N,1998
TOCA Championship Racing,/games/toca-championship-racing/pc-3381,PC,8.2,Racing,N,1998
NHL FaceOff '99,/games/nhl-faceoff-99/ps-10240,PlayStation,8.8,Sports,N,1998
NASCAR 99,/games/nascar-99/ps-3841,PlayStation,7.1,Racing,N,1998
Pool Hustler,/games/pool-hustler/ps-10238,PlayStation,6.7,Sports,N,1998
Spearhead,/games/spearhead/pc-3132,PC,7,Simulation,N,1998
Activision Classics,/games/activision-classics/ps-4023,PlayStation,2,Action,N,1998
Heart of Darkness,/games/heart-of-darkness/pc-2254,PC,5.8,Platformer,N,1998
NHL '99,/games/ea-sports-mania-pack/ps-10157,PlayStation,8.9,Sports,N,1998
Starship Titanic,/games/starship-titanic/pc-3133,PC,4.9,Adventure,N,1998
Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/pc-4006,PC,7.8,Sports,N,1998
X-COM: Interceptor,/games/x-com-interceptor/pc-3144,PC,7,Action,N,1998
Super B-Daman Battle Phoenix 64,/games/super-b-daman-battle-phoenix-64/n64-4000,Nintendo 64,4,Action,N,1998
Pokemon Stadium [Japanese Version],/games/pokemon-stadium-jp-version/n64-3997,Nintendo 64,5,Battle,N,1998
Waialae Country Club: True Golf Classics,/games/waialae-country-club-true-golf-classics/n64-3825,Nintendo 64,5.8,Sports,N,1998
NCAA Football '99,/games/ncaa-football-99-877941/ps-3843,PlayStation,7.8,Sports,N,1998
NFL GameDay 99,/games/nfl-gameday-99/ps-4016,PlayStation,9.3,Sports,N,1998
WWF Warzone,/games/wwf-warzone/ps-3730,PlayStation,8,Wrestling,N,1998
Devil Dice,/games/devil-dice/ps-3896,PlayStation,9,Puzzle,Y,1998
Trap Gunner,/games/trap-gunner/ps-3864,PlayStation,8.9,Action,N,1998
Deep Sea Trophy Fishing,/games/deep-sea-trophy-fishing/pc-10224,PC,1.8,Hunting,N,1998
Unholy War,/games/unholy-war/ps-3911,PlayStation,8,Strategy,N,1998
Madden NFL '99,/games/madden-football/n64-3844,Nintendo 64,8.5,Sports,N,1998
Industry Giant [1998],/games/industry-giant-1998/pc-3745,PC,5,Strategy,N,1998
Madden NFL '99,/games/madden-football/ps-3840,PlayStation,8.5,Sports,N,1998
Turbo Prop Racing,/games/turbo-prop-racing/ps-3962,PlayStation,8,Racing,N,1998
Tomba!,/games/tomba/ps-2260,PlayStation,8.7,Platformer,Y,1998
Elemental Gearbolt,/games/elemental-gearbolt/ps-2244,PlayStation,8.3,Action,Y,1998
Azure Dreams,/games/azure-dreams/ps-2224,PlayStation,7,RPG,N,1998
Spice World,/games/spice-world/ps-3954,PlayStation,2,Action,N,1998
Gex: Enter the Gecko,/games/gex-64-enter-the-gecko/ps-2061,PlayStation,8,Platformer,N,1998
Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/ps-2231,PlayStation,8,Racing,Y,1998
Moto Racer 2,/games/moto-racer-2/ps-3898,PlayStation,8.7,Racing,Y,1998
Circuit Breakers [1998],/games/circuit-breakers/ps-3943,PlayStation,8,Racing,N,1998
Tenchu: Stealth Assassins,/games/tenchu-shinobi-hyakusen/ps-2332,PlayStation,9,Action,Y,1998
G Darius,/games/g-darius/ps-3895,PlayStation,8,Shooter,N,1998
Bomberman Hero,/games/bomberman-hero/n64-3781,Nintendo 64,6,Platformer,N,1998
Einhander,/games/einhander/ps-2048,PlayStation,9,Shooter,Y,1998
Gran Turismo [1998],/games/gran-turismo-1998/ps-2226,PlayStation,9.5,Racing,Y,1998
Tekken 3,/games/tekken-3/ps-2294,PlayStation,9.3,Fighting,Y,1998
Vangers,/games/vangers/pc-3628,PC,6.7,Action,N,1998
Mortal Kombat 4,/games/mortal-kombat-4/pc-3940,PC,8,Fighting,N,1998
Twisted Edge Extreme Snowboading,/games/twisted-edge-extreme-snowboading/n64-2007,Nintendo 64,6.8,Sports,N,1998
Fallout 2,/games/fallout-2/pc-3783,PC,8.9,RPG,Y,1998
Asteroids,/games/asteroids/ps-10365,PlayStation,6,Action,N,1998
Twisted Metal 3,/games/twisted-metal-3/ps-10296,PlayStation,4,Action,N,1998
Rush 2: Extreme Racing USA,/games/rush-2-extreme-racing-usa/n64-3852,Nintendo 64,8.9,Racing,N,1998
Small Soldiers,/games/small-soldiers/ps-3969,PlayStation,7.2,Adventure,N,1998
Knife Edge: Nose Gunner,/games/knife-edge-nose-gunner/n64-3930,Nintendo 64,4.6,Shooter,N,1998
X Games Pro Boarder,/games/x-games-pro-boarder/ps-10376,PlayStation,7,Action,N,1998
Brave Fencer Musashi,/games/brave-fencer-musashi/ps-3951,PlayStation,8.5,Adventure,N,1998
Guilty Gear,/games/guilty-gear/ps-4034,PlayStation,8,Fighting,N,1998
NFL Quarterback Club '99,/games/nfl-quarterback-club-99/n64-3796,Nintendo 64,8.4,Sports,N,1998
NBA Live '99,/games/nba-live-99/pc-10147,PC,8.6,Sports,N,1998
Dual Heroes,/games/dual-heroes/n64-1964,Nintendo 64,2.8,Fighting,N,1998
Glover,/games/glover/n64-3899,Nintendo 64,8.3,Platformer,N,1998
NBA Live '99,/games/nba-live-99/ps-10154,PlayStation,9,Sports,N,1998
Delta Force,/games/delta-force-908388/pc-10223,PC,8.7,Shooter,Y,1998
Shogo: Mobile Armor Division,/games/shogo-mobile-armor-division/pc-3561,PC,9,Action,Y,1998
NBA Live '99,/games/nba-live-99/n64-3918,Nintendo 64,8,Sports,N,1998
Colony Wars: Vengeance,/games/colony-wars-vengeance/ps-2323,PlayStation,9.5,Action,Y,1998
VR Baseball 2000,/games/vr-baseball-2000/pc-3834,PC,6,Sports,N,1998
Rage of Mages,/games/rage-of-mages/pc-10195,PC,4.6,RPG,N,1998
International Superstar Soccer '98,/games/international-superstar-soccer-98/n64-3848,Nintendo 64,9.1,Sports,Y,1998
Crash Bandicoot: Warped,/games/crash-bandicoot-warped/ps-3919,PlayStation,9.1,Platformer,Y,1998
WipEout 64,/games/wipeout-64/n64-3872,Nintendo 64,9.1,Racing,N,1998
Lucky Luke,/games/lucky-luke/ps-10339,PlayStation,4,Action,N,1998
Glover,/games/glover/pc-10599,PC,8,Puzzle,N,1998
Thief: The Dark Project,/games/thief-gold/pc-3476,PC,8.9,Action,Y,1998
FIFA '99,/games/fifa-99/ps-10166,PlayStation,9,Sports,N,1998
Turok 2: Seeds of Evil,/games/turok-2-seeds-of-evil/n64-1969,Nintendo 64,9,Shooter,N,1998
Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/pc-10338,PC,7.7,Action,N,1998
Kensei: Sacred Fist,/games/kensei-sacred-fist-139017/ps-10437,PlayStation,5.5,Fighting,N,1998
The Elder Scrolls Adventures: Redguard,/games/the-elder-scrolls-adventures-redguard/pc-10576,PC,7,Adventure,N,1998
Space Bunnies Must Die,/games/space-bunnies-must-die/pc-3131,PC,6.5,Action,N,1998
Star Wars: Rogue Squadron,/games/star-wars-rogue-squadron/n64-3964,Nintendo 64,8.8,"Flight, Action",Y,1998
Roll Away,/games/roll-away/ps-3993,PlayStation,8.9,"Puzzle, Action",N,1998
Jeopardy! [1998],/games/jeopardy-1998-807664/ps-10380,PlayStation,8,Puzzle,N,1998
O.D.T.: Escape... ...Or Die Trying,/games/odt-escape-or-die-trying/ps-2329,PlayStation,5.5,Action,N,1998
Streak: Hoverboard Racing,/games/streak-hoverboard-racing/ps-3767,PlayStation,4.5,Racing,N,1998
NHL Breakaway '99,/games/nhl-breakaway-99/n64-9947,Nintendo 64,6,Sports,N,1998
Milo's Astro Lanes,/games/milos-astro-lanes/n64-2295,Nintendo 64,6.1,Action,N,1998
FOX Sports College Hoops '99,/games/fox-sports-college-hoops-99/n64-2235,Nintendo 64,4.8,Sports,N,1998
Star Wars: Rogue Squadron 3D,/games/star-wars-rogue-squadron/pc-10583,PC,8.3,"Flight, Action",N,1998
S.C.A.R.S,/games/scars/n64-3958,Nintendo 64,7.9,Racing,N,1998
Knockout Kings,/games/knockout-kings/ps-3989,PlayStation,7.3,Sports,N,1998
Motorhead,/games/motorhead/ps-10435,PlayStation,5,Racing,N,1998
No One Can Stop Mr. Domino,/games/no-one-can-stop-mr-domino/ps-10165,PlayStation,7.8,Puzzle,N,1998
Rugrats: The Search for Reptar,/games/rugrats-the-search-for-reptar/ps-10340,PlayStation,6.5,Platformer,N,1998
Top Gear Overdrive,/games/top-gear-overdrive/n64-3901,Nintendo 64,8,Racing,N,1998
Test Drive 5,/games/test-drive-5/pc-10568,PC,7.8,Racing,N,1998
Wheel of Fortune,/games/wheel-of-fortune-107470/pc-10570,PC,6.9,Trivia,N,1998
Buck Bumble,/games/buck-bumble/n64-2304,Nintendo 64,7.2,Action,N,1998
Oddworld: Abe's Exoddus,/games/oddworld-abes-exoddus/ps-10403,PlayStation,7.8,Adventure,N,1998
FIFA '99,/games/fifa-99/pc-10156,PC,8.7,Sports,Y,1998
Nightmare Creatures,/games/nightmare-creatures/n64-4018,Nintendo 64,7.4,Action,N,1998
Half-Life,/games/half-life-1/pc-3107,PC,9.5,Shooter,Y,1998
Heretic II,/games/heretic-ii/pc-3715,PC,7.9,Action,N,1998
SiN,/games/sin/pc-3130,PC,7,Shooter,N,1998
Bust A Groove,/games/bust-a-groove/ps-2308,PlayStation,9,"Music, Action",Y,1998
The Legend of Zelda: Ocarina of Time,/games/the-legend-of-zelda-ocarina-of-time/n64-437,Nintendo 64,10,"Action, Adventure",Y,1998
Darkstalkers 3,/games/darkstalkers-3/ps-3949,PlayStation,8,Fighting,N,1998
Street Fighter Collection 2,/games/street-fighter-collection-2/ps-3863,PlayStation,8.4,"Fighting, Compilation",Y,1998
Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/ps-5469,PlayStation,7.1,Sports,N,1998
Kartia,/games/kartia-141842/ps-2256,PlayStation,8,RPG,N,1998
Asteroids,/games/asteroids/pc-10495,PC,6.8,Action,N,1998
Jeopardy 1998,/games/jeopardy-1998-807664/pc-10558,PC,7.4,Trivia,N,1998
Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/ps-5468,PlayStation,8,Adventure,N,1998
Assault: Retribution,/games/assault-108436/ps-3925,PlayStation,5.5,Action,N,1998
Apocalypse,/games/apocalypse/ps-2019,PlayStation,7,Action,N,1998
A Bug's Life,/games/a-bugs-life/ps-10232,PlayStation,4,Platformer,N,1998
Blood II: The Chosen,/games/blood-ii-the-chosen/pc-3525,PC,6.2,Action,N,1998
Extreme-G 2,/games/extreme-g-2/n64-3788,Nintendo 64,6.9,Racing,N,1998
Centipede [1999],/games/centipede-1999/pc-9943,PC,7.6,Action,N,1998
Psybadek,/games/psybadek/ps-9938,PlayStation,4,Adventure,N,1998
Vigilance,/games/vigilance/pc-3141,PC,5.8,Action,N,1998
Thunder Force V: Perfect System,/games/thunder-force-v-special-pack/ps-3878,PlayStation,8.5,Action,N,1998
Star Soldier: Vanishing Earth,/games/star-soldier-vanishing-earth/n64-3799,Nintendo 64,5,Action,N,1999
Sid Meier's Civilization II,/games/sid-meiers-civilization-ii/ps-10640,PlayStation,8.8,Strategy,N,1999
Fatal Abyss,/games/fatal-abyss/pc-3953,PC,5.3,Action,N,1999
Akuji The Heartless,/games/akuji-the-heartless/ps-3927,PlayStation,8,Action,N,1999
ruthless.com,/games/ruthlesscom/pc-10831,PC,5.2,Strategy,N,1999
FunPack 3D,/games/funpack-3d/pc-11142,PC,3.7,Puzzle,N,1999
Microsoft Pinball Arcade,/games/microsoft-pinball-arcade/pc-11141,PC,5.2,Pinball,N,1999
WCW Nitro,/games/wcw-nitro/n64-1979,Nintendo 64,4.7,Wrestling,N,1999
Mario Party,/games/mario-party/n64-10397,Nintendo 64,7.9,Party,N,1999
Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,/games/tom-clancys-rainbow-six-mission-pack-eagle-watch/pc-11107,PC,8.6,Action,N,1999
Destrega,/games/destrega/ps-3838,PlayStation,5.5,Fighting,N,1999
TOCA Championship Racing,/games/toca-championship-racing/ps-3155,PlayStation,8,Racing,N,1999
Sierra Sports: Skiing 1999 Edition,/games/sierra-sports-skiing-1999-edition/pc-10874,PC,2.5,Sports,N,1999
Close Combat III: The Russian Front,/games/close-combat-iii-the-russian-front/pc-10799,PC,9,Strategy,Y,1999
Baldur's Gate,/games/baldurs-gate/pc-9942,PC,9.4,RPG,Y,1999
Moto Racer 2,/games/moto-racer-2/pc-3777,PC,8.6,Racing,Y,1999
BattleTanx,/games/battletanx/n64-3924,Nintendo 64,8,Action,N,1999
Starsiege: Tribes,/games/starsiege-tribes/pc-4005,PC,9.3,Shooter,Y,1999
Invasion From Beyond,/games/invasion-from-beyond/ps-9924,PlayStation,6.5,Action,N,1999
Magical Tetris Challenge,/games/magical-tetris-adventure-featuring-mickey-mouse/n64-2001,Nintendo 64,7.8,"Puzzle, Adventure",N,1999
ESPN X Games Pro Boarder,/games/espn-x-games-pro-boarder/pc-10789,PC,7.8,Sports,N,1999
Penny Racers,/games/penny-racers-14288452/n64-2325,Nintendo 64,6,Racing,N,1999
Flying Dragon,/games/flying-dragon/n64-1913,Nintendo 64,5,Fighting,N,1999
Irritating Stick,/games/irritating-stick/ps-10466,PlayStation,5.5,Action,N,1999
The Settlers III,/games/the-settlers-iii/pc-3555,PC,6.9,Strategy,N,1999
The Game of Life [1998],/games/the-game-of-life-1998/ps-10381,PlayStation,4.8,Action,N,1999
Speed Busters: American Highways,/games/speed-busters-american-highways/pc-9945,PC,7.8,Racing,N,1999
Montezuma's Return,/games/montezumas-return/pc-3120,PC,5,Platformer,N,1999
Snowmobile Racing,/games/snowmobile-racing/pc-10760,PC,5.1,Racing,N,1999
NCAA March Madness '99,/games/ncaa-march-madness-99/ps-10749,PlayStation,7.4,Sports,N,1999
Populous: The Beginning,/games/populous-the-beginning/pc-10294,PC,8.6,Strategy,N,1999
Test Drive Off-Road 2,/games/test-drive-off-road-2/pc-10221,PC,4.5,Racing,N,1999
NCAA Final Four 99,/games/ncaa-final-four-99/ps-10761,PlayStation,7.9,Sports,N,1999
WCW/NWO Thunder,/games/wcwnwo-thunder/ps-10463,PlayStation,6.6,Wrestling,N,1999
Contender,/games/contender/ps-10523,PlayStation,3,Sports,N,1999
Dark Vengeance,/games/dark-vengeance/pc-3097,PC,6.8,Action,N,1999
S.C.A.R.S.,/games/scars-809360/pc-3945,PC,7,Racing,N,1999
Animaniacs Ten Pin Alley,/games/animaniacs-ten-pin-alley/ps-10242,PlayStation,7.1,Sports,N,1999
South Park,/games/south-park/n64-10075,Nintendo 64,6.2,Action,N,1999
Virtual Pool 64,/games/virtual-pool-64/n64-3902,Nintendo 64,8,Sports,N,1999
West Front,/games/john-tillers-west-front/pc-11028,PC,7,Strategy,N,1999
Pro-Pinball: Big Race USA,/games/pro-pinball-big-race-usa/pc-11193,PC,7.4,Pinball,N,1999
Beavis and Butt-Head: Bunghole in One,/games/beavis-and-butt-head-bunghole-in-one/pc-10965,PC,4.4,Sports,N,1999
Oddworld: Abe's Exoddus,/games/oddworld-abes-exoddus/pc-10214,PC,8.5,Platformer,Y,1999
Return to Krondor,/games/return-to-krondor/pc-8009,PC,7.4,RPG,N,1999
Castlevania [1999],/games/castlevania-64/n64-2229,Nintendo 64,8.2,"Action, Adventure",N,1999
Global Domination,/games/global-domination/pc-4009,PC,3.6,Strategy,N,1998
Carnivores,/games/carnivores/pc-10746,PC,7.3,Action,N,1998
Jane's WWII Fighters,/games/janes-wwii-fighters/pc-10745,PC,8,Simulation,N,1998
European Air War,/games/european-air-war/pc-3996,PC,8.2,Simulation,N,1998
Combat Flight Simulator: WWII Europe Series,/games/3-great-planes-for-microsoft-combat-flight-simulator/pc-10505,PC,6.9,Simulation,N,1998
Powerslide,/games/powerslide/pc-3124,PC,8.5,Racing,Y,1998
Quest for Glory V: Dragon Fire,/games/quest-for-glory-v-dragon-fire/pc-3671,PC,6.6,RPG,N,1998
Gangsters: Organized Crime,/games/gangsters-organized-crime/pc-10459,PC,8.5,Strategy,N,1998
DethKarz,/games/dethkarz/pc-9926,PC,6.8,Racing,N,1998
King's Quest VIII: Mask of Eternity,/games/kings-quest-viii-mask-of-eternity/pc-3529,PC,7.8,Adventure,N,1999
FIFA '99,/games/fifa-99/n64-10065,Nintendo 64,9,Sports,N,1999
Wargasm,/games/wargasm/pc-9940,PC,7.8,Action,N,1999
3-D Ultra NASCAR Pinball,/games/3-d-ultra-nascar-pinball/pc-10938,PC,3,Pinball,N,1999
